Community Area,Date_Day,Year,Month,Quarter,DayOfWeek,IsWeekend,Season,CrimeCount,Rolling7d
27.0,2002-03-29,2002,3,1,4,0,Spring,1,1.1666666666666667
27.0,2002-04-02,2002,4,2,1,0,Spring,1,1.1428571428571428
27.0,2002-04-07,2002,4,2,6,1,Spring,1,1.0
27.0,2002-04-11,2002,4,2,3,0,Spring,2,1.0
27.0,2002-04-14,2002,4,2,6,1,Spring,1,1.1428571428571428
27.0,2002-04-15,2002,4,2,0,0,Spring,1,1.1428571428571428
27.0,2002-04-18,2002,4,2,3,0,Spring,1,1.1428571428571428
27.0,2002-04-20,2002,4,2,5,1,Spring,2,1.1428571428571428
27.0,2002-04-23,2002,4,2,1,0,Spring,2,1.2857142857142858
27.0,2002-04-24,2002,4,2,2,0,Spring,2,1.4285714285714286
27.0,2002-04-25,2002,4,2,3,0,Spring,3,1.5714285714285714
27.0,2002-04-26,2002,4,2,4,0,Spring,3,1.7142857142857142
27.0,2002-04-28,2002,4,2,6,1,Spring,3,2.0
27.0,2002-04-29,2002,4,2,0,0,Spring,7,2.2857142857142856
27.0,2002-04-30,2002,4,2,1,0,Spring,4,3.142857142857143
27.0,2002-05-01,2002,5,2,2,0,Spring,1,3.4285714285714284
27.0,2002-05-02,2002,5,2,3,0,Spring,3,3.2857142857142856
27.0,2002-05-03,2002,5,2,4,0,Spring,2,3.4285714285714284
27.0,2002-05-04,2002,5,2,5,1,Spring,4,3.2857142857142856
27.0,2002-05-05,2002,5,2,6,1,Spring,5,3.4285714285714284
27.0,2002-05-06,2002,5,2,0,0,Spring,2,3.7142857142857144
27.0,2002-05-07,2002,5,2,1,0,Spring,2,3.0
27.0,2002-05-08,2002,5,2,2,0,Spring,1,2.7142857142857144
27.0,2002-05-09,2002,5,2,3,0,Spring,2,2.7142857142857144
27.0,2002-05-10,2002,5,2,4,0,Spring,1,2.5714285714285716
27.0,2002-05-11,2002,5,2,5,1,Spring,3,2.4285714285714284
27.0,2002-05-12,2002,5,2,6,1,Spring,2,2.2857142857142856
27.0,2002-05-13,2002,5,2,0,0,Spring,1,1.8571428571428572
27.0,2002-05-14,2002,5,2,1,0,Spring,1,1.7142857142857142
27.0,2002-05-15,2002,5,2,2,0,Spring,5,1.5714285714285714
27.0,2002-05-16,2002,5,2,3,0,Spring,3,2.142857142857143
27.0,2002-05-17,2002,5,2,4,0,Spring,3,2.2857142857142856
27.0,2002-05-19,2002,5,2,6,1,Spring,1,2.5714285714285716
27.0,2002-05-20,2002,5,2,0,0,Spring,5,2.2857142857142856
27.0,2002-05-22,2002,5,2,2,0,Spring,5,2.7142857142857144
27.0,2002-05-23,2002,5,2,3,0,Spring,2,3.2857142857142856
27.0,2002-05-24,2002,5,2,4,0,Spring,2,3.4285714285714284
27.0,2002-05-25,2002,5,2,5,1,Spring,1,3.0
27.0,2002-05-26,2002,5,2,6,1,Spring,4,2.7142857142857144
27.0,2002-05-27,2002,5,2,0,0,Spring,1,2.857142857142857
27.0,2002-05-29,2002,5,2,2,0,Spring,1,2.857142857142857
27.0,2002-05-30,2002,5,2,3,0,Spring,3,2.2857142857142856
27.0,2002-06-02,2002,6,2,6,1,Summer,2,2.0
27.0,2002-06-03,2002,6,2,0,0,Summer,1,2.0
27.0,2002-06-04,2002,6,2,1,0,Summer,3,1.8571428571428572
27.0,2002-06-05,2002,6,2,2,0,Summer,1,2.142857142857143
27.0,2002-06-06,2002,6,2,3,0,Summer,4,1.7142857142857142
27.0,2002-06-07,2002,6,2,4,0,Summer,5,2.142857142857143
27.0,2002-06-08,2002,6,2,5,1,Summer,10,2.7142857142857144
27.0,2002-06-09,2002,6,2,6,1,Summer,2,3.7142857142857144
27.0,2002-06-11,2002,6,2,1,0,Summer,3,3.7142857142857144
27.0,2002-06-12,2002,6,2,2,0,Summer,8,4.0
27.0,2002-06-13,2002,6,2,3,0,Summer,5,4.714285714285714
27.0,2002-06-14,2002,6,2,4,0,Summer,4,5.285714285714286
27.0,2002-06-15,2002,6,2,5,1,Summer,13,5.285714285714286
27.0,2002-06-17,2002,6,2,0,0,Summer,3,6.428571428571429
27.0,2002-06-18,2002,6,2,1,0,Summer,2,5.428571428571429
27.0,2002-06-20,2002,6,2,3,0,Summer,1,5.428571428571429
27.0,2002-06-21,2002,6,2,4,0,Summer,4,5.142857142857143
27.0,2002-06-22,2002,6,2,5,1,Summer,1,4.571428571428571
27.0,2002-06-23,2002,6,2,6,1,Summer,2,4.0
27.0,2002-06-24,2002,6,2,0,0,Summer,2,3.7142857142857144
27.0,2002-06-25,2002,6,2,1,0,Summer,2,2.142857142857143
27.0,2002-06-26,2002,6,2,2,0,Summer,3,2.0
27.0,2002-06-27,2002,6,2,3,0,Summer,2,2.142857142857143
27.0,2002-06-28,2002,6,2,4,0,Summer,3,2.2857142857142856
27.0,2002-06-29,2002,6,2,5,1,Summer,17,2.142857142857143
27.0,2002-06-30,2002,6,2,6,1,Summer,2,4.428571428571429
27.0,2002-07-01,2002,7,3,0,0,Summer,1,4.428571428571429
27.0,2002-07-02,2002,7,3,1,0,Summer,3,4.285714285714286
27.0,2002-07-04,2002,7,3,3,0,Summer,3,4.428571428571429
27.0,2002-07-05,2002,7,3,4,0,Summer,2,4.428571428571429
27.0,2002-07-06,2002,7,3,5,1,Summer,2,4.428571428571429
27.0,2002-07-08,2002,7,3,0,0,Summer,4,4.285714285714286
27.0,2002-07-09,2002,7,3,1,0,Summer,7,2.4285714285714284
27.0,2002-07-10,2002,7,3,2,0,Summer,5,3.142857142857143
27.0,2002-07-12,2002,7,3,4,0,Summer,6,3.7142857142857144
27.0,2002-07-14,2002,7,3,6,1,Summer,1,4.142857142857143
27.0,2002-07-15,2002,7,3,0,0,Summer,5,3.857142857142857
27.0,2002-07-16,2002,7,3,1,0,Summer,3,4.285714285714286
27.0,2002-07-17,2002,7,3,2,0,Summer,2,4.428571428571429
27.0,2002-07-18,2002,7,3,3,0,Summer,2,4.142857142857143
27.0,2002-07-20,2002,7,3,5,1,Summer,4,3.4285714285714284
27.0,2002-07-23,2002,7,3,1,0,Summer,3,3.2857142857142856
27.0,2002-07-24,2002,7,3,2,0,Summer,3,2.857142857142857
27.0,2002-07-26,2002,7,3,4,0,Summer,2,3.142857142857143
27.0,2002-07-27,2002,7,3,5,1,Summer,5,2.7142857142857144
27.0,2002-07-28,2002,7,3,6,1,Summer,4,3.0
27.0,2002-07-29,2002,7,3,0,0,Summer,3,3.2857142857142856
27.0,2002-07-31,2002,7,3,2,0,Summer,3,3.4285714285714284
27.0,2002-08-01,2002,8,3,3,0,Summer,3,3.2857142857142856
27.0,2002-08-02,2002,8,3,4,0,Summer,3,3.2857142857142856
27.0,2002-08-03,2002,8,3,5,1,Summer,2,3.2857142857142856
27.0,2002-08-04,2002,8,3,6,1,Summer,1,3.2857142857142856
27.0,2002-08-05,2002,8,3,0,0,Summer,1,2.7142857142857144
27.0,2002-08-06,2002,8,3,1,0,Summer,4,2.2857142857142856
27.0,2002-08-07,2002,8,3,2,0,Summer,2,2.4285714285714284
27.0,2002-08-08,2002,8,3,3,0,Summer,2,2.2857142857142856
27.0,2002-08-09,2002,8,3,4,0,Summer,4,2.142857142857143
27.0,2002-08-11,2002,8,3,6,1,Summer,2,2.2857142857142856
27.0,2002-08-13,2002,8,3,1,0,Summer,1,2.2857142857142856
27.0,2002-08-14,2002,8,3,2,0,Summer,3,2.2857142857142856
27.0,2002-08-15,2002,8,3,3,0,Summer,4,2.5714285714285716
27.0,2002-08-16,2002,8,3,4,0,Summer,2,2.5714285714285716
27.0,2002-08-18,2002,8,3,6,1,Summer,2,2.5714285714285716
27.0,2002-08-19,2002,8,3,0,0,Summer,3,2.5714285714285716
27.0,2002-08-21,2002,8,3,2,0,Summer,1,2.4285714285714284
27.0,2002-08-22,2002,8,3,3,0,Summer,4,2.2857142857142856
27.0,2002-08-23,2002,8,3,4,0,Summer,4,2.7142857142857144
27.0,2002-08-24,2002,8,3,5,1,Summer,1,2.857142857142857
27.0,2002-08-25,2002,8,3,6,1,Summer,3,2.4285714285714284
27.0,2002-08-26,2002,8,3,0,0,Summer,4,2.5714285714285716
27.0,2002-08-27,2002,8,3,1,0,Summer,2,2.857142857142857
27.0,2002-08-29,2002,8,3,3,0,Summer,1,2.7142857142857144
27.0,2002-08-30,2002,8,3,4,0,Summer,1,2.7142857142857144
27.0,2002-08-31,2002,8,3,5,1,Summer,1,2.2857142857142856
27.0,2002-09-01,2002,9,3,6,1,Fall,6,1.8571428571428572
27.0,2002-09-02,2002,9,3,0,0,Fall,2,2.5714285714285716
27.0,2002-09-03,2002,9,3,1,0,Fall,5,2.4285714285714284
27.0,2002-09-04,2002,9,3,2,0,Fall,3,2.5714285714285716
27.0,2002-09-06,2002,9,3,4,0,Fall,1,2.7142857142857144
27.0,2002-09-07,2002,9,3,5,1,Fall,1,2.7142857142857144
27.0,2002-09-08,2002,9,3,6,1,Fall,2,2.7142857142857144
27.0,2002-09-09,2002,9,3,0,0,Fall,4,2.857142857142857
27.0,2002-09-10,2002,9,3,1,0,Fall,1,2.5714285714285716
27.0,2002-09-12,2002,9,3,3,0,Fall,2,2.4285714285714284
27.0,2002-09-13,2002,9,3,4,0,Fall,4,2.0
27.0,2002-09-14,2002,9,3,5,1,Fall,4,2.142857142857143
27.0,2002-09-15,2002,9,3,6,1,Fall,1,2.5714285714285716
27.0,2002-09-16,2002,9,3,0,0,Fall,1,2.5714285714285716
27.0,2002-09-17,2002,9,3,1,0,Fall,3,2.4285714285714284
27.0,2002-09-18,2002,9,3,2,0,Fall,3,2.2857142857142856
27.0,2002-09-19,2002,9,3,3,0,Fall,1,2.5714285714285716
27.0,2002-09-20,2002,9,3,4,0,Fall,2,2.4285714285714284
27.0,2002-09-21,2002,9,3,5,1,Fall,1,2.142857142857143
27.0,2002-09-22,2002,9,3,6,1,Fall,1,1.7142857142857142
27.0,2002-09-23,2002,9,3,0,0,Fall,1,1.7142857142857142
27.0,2002-09-24,2002,9,3,1,0,Fall,4,1.7142857142857142
27.0,2002-09-27,2002,9,3,4,0,Fall,2,1.8571428571428572
27.0,2002-09-28,2002,9,3,5,1,Fall,1,1.7142857142857142
27.0,2002-09-29,2002,9,3,6,1,Fall,1,1.7142857142857142
27.0,2002-09-30,2002,9,3,0,0,Fall,1,1.5714285714285714
27.0,2002-10-01,2002,10,4,1,0,Fall,1,1.5714285714285714
27.0,2002-10-02,2002,10,4,2,0,Fall,1,1.5714285714285714
27.0,2002-10-03,2002,10,4,3,0,Fall,1,1.5714285714285714
27.0,2002-10-04,2002,10,4,4,0,Fall,4,1.1428571428571428
27.0,2002-10-05,2002,10,4,5,1,Fall,2,1.4285714285714286
27.0,2002-10-06,2002,10,4,6,1,Fall,2,1.5714285714285714
27.0,2002-10-07,2002,10,4,0,0,Fall,2,1.7142857142857142
27.0,2002-10-08,2002,10,4,1,0,Fall,1,1.8571428571428572
27.0,2002-10-09,2002,10,4,2,0,Fall,5,1.8571428571428572
27.0,2002-10-10,2002,10,4,3,0,Fall,1,2.4285714285714284
27.0,2002-10-11,2002,10,4,4,0,Fall,1,2.4285714285714284
27.0,2002-10-12,2002,10,4,5,1,Fall,1,2.0
27.0,2002-10-13,2002,10,4,6,1,Fall,3,1.8571428571428572
27.0,2002-10-14,2002,10,4,0,0,Fall,4,2.0
27.0,2002-10-15,2002,10,4,1,0,Fall,2,2.2857142857142856
27.0,2002-10-16,2002,10,4,2,0,Fall,1,2.4285714285714284
27.0,2002-10-19,2002,10,4,5,1,Fall,2,1.8571428571428572
27.0,2002-10-20,2002,10,4,6,1,Fall,2,2.0
27.0,2002-10-21,2002,10,4,0,0,Fall,2,2.142857142857143
27.0,2002-10-22,2002,10,4,1,0,Fall,4,2.2857142857142856
27.0,2002-10-23,2002,10,4,2,0,Fall,2,2.4285714285714284
27.0,2002-10-24,2002,10,4,3,0,Fall,13,2.142857142857143
27.0,2002-10-25,2002,10,4,4,0,Fall,3,3.7142857142857144
27.0,2002-10-26,2002,10,4,5,1,Fall,4,4.0
27.0,2002-10-29,2002,10,4,1,0,Fall,3,4.285714285714286
27.0,2002-10-30,2002,10,4,2,0,Fall,1,4.428571428571429
27.0,2002-10-31,2002,10,4,3,0,Fall,1,4.285714285714286
27.0,2002-11-01,2002,11,4,4,0,Fall,2,3.857142857142857
27.0,2002-11-02,2002,11,4,5,1,Fall,8,3.857142857142857
27.0,2002-11-03,2002,11,4,6,1,Fall,2,3.142857142857143
27.0,2002-11-04,2002,11,4,0,0,Fall,1,3.0
27.0,2002-11-05,2002,11,4,1,0,Fall,9,2.5714285714285716
27.0,2002-11-06,2002,11,4,2,0,Fall,2,3.4285714285714284
27.0,2002-11-07,2002,11,4,3,0,Fall,3,3.5714285714285716
27.0,2002-11-08,2002,11,4,4,0,Fall,1,3.857142857142857
27.0,2002-11-11,2002,11,4,0,0,Fall,3,3.7142857142857144
27.0,2002-11-12,2002,11,4,1,0,Fall,1,3.0
27.0,2002-11-13,2002,11,4,2,0,Fall,4,2.857142857142857
27.0,2002-11-14,2002,11,4,3,0,Fall,1,3.2857142857142856
27.0,2002-11-15,2002,11,4,4,0,Fall,4,2.142857142857143
27.0,2002-11-16,2002,11,4,5,1,Fall,1,2.4285714285714284
27.0,2002-11-17,2002,11,4,6,1,Fall,4,2.142857142857143
27.0,2002-11-18,2002,11,4,0,0,Fall,3,2.5714285714285716
27.0,2002-11-19,2002,11,4,1,0,Fall,2,2.5714285714285716
27.0,2002-11-20,2002,11,4,2,0,Fall,2,2.7142857142857144
27.0,2002-11-21,2002,11,4,3,0,Fall,5,2.4285714285714284
27.0,2002-11-22,2002,11,4,4,0,Fall,5,3.0
27.0,2002-11-23,2002,11,4,5,1,Fall,3,3.142857142857143
27.0,2002-11-24,2002,11,4,6,1,Fall,2,3.4285714285714284
27.0,2002-11-25,2002,11,4,0,0,Fall,1,3.142857142857143
27.0,2002-11-26,2002,11,4,1,0,Fall,2,2.857142857142857
27.0,2002-11-27,2002,11,4,2,0,Fall,2,2.857142857142857
27.0,2002-11-28,2002,11,4,3,0,Fall,1,2.857142857142857
27.0,2002-11-29,2002,11,4,4,0,Fall,3,2.2857142857142856
27.0,2002-11-30,2002,11,4,5,1,Fall,2,2.0
27.0,2002-12-01,2002,12,4,6,1,Winter,1,1.8571428571428572
27.0,2002-12-02,2002,12,4,0,0,Winter,1,1.7142857142857142
27.0,2002-12-03,2002,12,4,1,0,Winter,3,1.7142857142857142
27.0,2002-12-04,2002,12,4,2,0,Winter,3,1.8571428571428572
27.0,2002-12-05,2002,12,4,3,0,Winter,1,2.0
27.0,2002-12-06,2002,12,4,4,0,Winter,1,2.0
27.0,2002-12-07,2002,12,4,5,1,Winter,5,1.7142857142857142
27.0,2002-12-08,2002,12,4,6,1,Winter,3,2.142857142857143
27.0,2002-12-09,2002,12,4,0,0,Winter,3,2.4285714285714284
27.0,2002-12-10,2002,12,4,1,0,Winter,2,2.7142857142857144
27.0,2002-12-11,2002,12,4,2,0,Winter,2,2.5714285714285716
27.0,2002-12-12,2002,12,4,3,0,Winter,3,2.4285714285714284
27.0,2002-12-13,2002,12,4,4,0,Winter,1,2.7142857142857144
27.0,2002-12-15,2002,12,4,6,1,Winter,1,2.7142857142857144
27.0,2002-12-17,2002,12,4,1,0,Winter,4,2.142857142857143
27.0,2002-12-18,2002,12,4,2,0,Winter,2,2.2857142857142856
27.0,2002-12-19,2002,12,4,3,0,Winter,1,2.142857142857143
27.0,2002-12-20,2002,12,4,4,0,Winter,5,2.0
27.0,2002-12-21,2002,12,4,5,1,Winter,3,2.4285714285714284
27.0,2002-12-22,2002,12,4,6,1,Winter,1,2.4285714285714284
27.0,2002-12-23,2002,12,4,0,0,Winter,1,2.4285714285714284
27.0,2002-12-24,2002,12,4,1,0,Winter,2,2.4285714285714284
27.0,2002-12-25,2002,12,4,2,0,Winter,1,2.142857142857143
27.0,2002-12-28,2002,12,4,5,1,Winter,1,2.0
27.0,2002-12-29,2002,12,4,6,1,Winter,1,2.0
27.0,2002-12-31,2002,12,4,1,0,Winter,1,1.4285714285714286
27.0,2003-01-01,2003,1,1,2,0,Winter,1,1.1428571428571428
27.0,2003-01-02,2003,1,1,3,0,Winter,1,1.1428571428571428
27.0,2003-01-04,2003,1,1,5,1,Winter,1,1.1428571428571428
27.0,2003-01-05,2003,1,1,6,1,Winter,1,1.0
27.0,2003-01-06,2003,1,1,0,0,Winter,1,1.0
27.0,2003-01-09,2003,1,1,3,0,Winter,2,1.0
27.0,2003-01-11,2003,1,1,5,1,Winter,2,1.1428571428571428
27.0,2003-01-12,2003,1,1,6,1,Winter,2,1.2857142857142858
27.0,2003-01-15,2003,1,1,2,0,Winter,3,1.4285714285714286
27.0,2003-01-16,2003,1,1,3,0,Winter,1,1.7142857142857142
27.0,2003-01-17,2003,1,1,4,0,Winter,3,1.7142857142857142
27.0,2003-01-18,2003,1,1,5,1,Winter,2,2.0
27.0,2003-01-19,2003,1,1,6,1,Winter,1,2.142857142857143
27.0,2003-01-20,2003,1,1,0,0,Winter,3,2.0
27.0,2003-01-21,2003,1,1,1,0,Winter,2,2.142857142857143
27.0,2003-01-22,2003,1,1,2,0,Winter,2,2.142857142857143
27.0,2003-01-23,2003,1,1,3,0,Winter,1,2.0
27.0,2003-01-26,2003,1,1,6,1,Winter,1,2.0
27.0,2003-01-27,2003,1,1,0,0,Winter,2,1.7142857142857142
27.0,2003-01-28,2003,1,1,1,0,Winter,3,1.7142857142857142
27.0,2003-01-29,2003,1,1,2,0,Winter,2,2.0
27.0,2003-01-30,2003,1,1,3,0,Winter,2,1.8571428571428572
27.0,2003-01-31,2003,1,1,4,0,Winter,1,1.8571428571428572
27.0,2003-02-02,2003,2,1,6,1,Winter,1,1.7142857142857142
27.0,2003-02-04,2003,2,1,1,0,Winter,3,1.7142857142857142
27.0,2003-02-05,2003,2,1,2,0,Winter,2,2.0
27.0,2003-02-06,2003,2,1,3,0,Winter,2,2.0
27.0,2003-02-10,2003,2,1,0,0,Winter,2,1.8571428571428572
27.0,2003-02-11,2003,2,1,1,0,Winter,1,1.8571428571428572
27.0,2003-02-13,2003,2,1,3,0,Winter,2,1.7142857142857142
27.0,2003-02-14,2003,2,1,4,0,Winter,2,1.8571428571428572
27.0,2003-02-15,2003,2,1,5,1,Winter,1,2.0
27.0,2003-02-16,2003,2,1,6,1,Winter,1,1.7142857142857142
27.0,2003-02-17,2003,2,1,0,0,Winter,1,1.5714285714285714
27.0,2003-02-18,2003,2,1,1,0,Winter,2,1.4285714285714286
27.0,2003-02-19,2003,2,1,2,0,Winter,1,1.4285714285714286
27.0,2003-02-20,2003,2,1,3,0,Winter,1,1.4285714285714286
27.0,2003-02-21,2003,2,1,4,0,Winter,1,1.2857142857142858
27.0,2003-02-22,2003,2,1,5,1,Winter,1,1.1428571428571428
27.0,2003-02-23,2003,2,1,6,1,Winter,3,1.1428571428571428
27.0,2003-02-24,2003,2,1,0,0,Winter,2,1.4285714285714286
27.0,2003-02-25,2003,2,1,1,0,Winter,1,1.5714285714285714
27.0,2003-02-27,2003,2,1,3,0,Winter,3,1.4285714285714286
27.0,2003-03-01,2003,3,1,5,1,Spring,3,1.7142857142857142
27.0,2003-03-02,2003,3,1,6,1,Spring,1,2.0
27.0,2003-03-03,2003,3,1,0,0,Spring,2,2.0
27.0,2003-03-04,2003,3,1,1,0,Spring,1,2.142857142857143
27.0,2003-03-05,2003,3,1,2,0,Spring,1,1.8571428571428572
27.0,2003-03-06,2003,3,1,3,0,Spring,1,1.7142857142857142
27.0,2003-03-07,2003,3,1,4,0,Spring,1,1.7142857142857142
27.0,2003-03-08,2003,3,1,5,1,Spring,2,1.4285714285714286
27.0,2003-03-10,2003,3,1,0,0,Spring,2,1.2857142857142858
27.0,2003-03-12,2003,3,1,2,0,Spring,2,1.4285714285714286
27.0,2003-03-13,2003,3,1,3,0,Spring,5,1.4285714285714286
27.0,2003-03-14,2003,3,1,4,0,Spring,2,2.0
27.0,2003-03-15,2003,3,1,5,1,Spring,1,2.142857142857143
27.0,2003-03-16,2003,3,1,6,1,Spring,1,2.142857142857143
27.0,2003-03-19,2003,3,1,2,0,Spring,1,2.142857142857143
27.0,2003-03-20,2003,3,1,3,0,Spring,1,2.0
27.0,2003-03-21,2003,3,1,4,0,Spring,1,1.8571428571428572
27.0,2003-03-22,2003,3,1,5,1,Spring,1,1.7142857142857142
27.0,2003-03-23,2003,3,1,6,1,Spring,5,1.1428571428571428
27.0,2003-03-24,2003,3,1,0,0,Spring,1,1.5714285714285714
27.0,2003-03-25,2003,3,1,1,0,Spring,2,1.5714285714285714
27.0,2003-03-28,2003,3,1,4,0,Spring,2,1.7142857142857142
27.0,2003-03-31,2003,3,1,0,0,Spring,3,1.8571428571428572
27.0,2003-04-02,2003,4,2,2,0,Spring,2,2.142857142857143
27.0,2003-04-03,2003,4,2,3,0,Spring,1,2.2857142857142856
27.0,2003-04-04,2003,4,2,4,0,Spring,3,2.2857142857142856
27.0,2003-04-06,2003,4,2,6,1,Spring,1,2.0
27.0,2003-04-07,2003,4,2,0,0,Spring,3,2.0
27.0,2003-04-09,2003,4,2,2,0,Spring,3,2.142857142857143
27.0,2003-04-10,2003,4,2,3,0,Spring,2,2.2857142857142856
27.0,2003-04-11,2003,4,2,4,0,Spring,1,2.142857142857143
27.0,2003-04-12,2003,4,2,5,1,Spring,1,2.0
27.0,2003-04-13,2003,4,2,6,1,Spring,3,2.0
27.0,2003-04-15,2003,4,2,1,0,Spring,2,2.0
27.0,2003-04-17,2003,4,2,3,0,Spring,2,2.142857142857143
27.0,2003-04-19,2003,4,2,5,1,Spring,1,2.0
27.0,2003-04-20,2003,4,2,6,1,Spring,1,1.7142857142857142
27.0,2003-04-23,2003,4,2,2,0,Spring,1,1.5714285714285714
27.0,2003-04-24,2003,4,2,3,0,Spring,1,1.5714285714285714
27.0,2003-04-25,2003,4,2,4,0,Spring,1,1.5714285714285714
27.0,2003-04-27,2003,4,2,6,1,Spring,1,1.2857142857142858
27.0,2003-04-29,2003,4,2,1,0,Spring,4,1.1428571428571428
27.0,2003-04-30,2003,4,2,2,0,Spring,1,1.4285714285714286
27.0,2003-05-01,2003,5,2,3,0,Spring,1,1.4285714285714286
27.0,2003-05-02,2003,5,2,4,0,Spring,2,1.4285714285714286
27.0,2003-05-03,2003,5,2,5,1,Spring,1,1.5714285714285714
27.0,2003-05-04,2003,5,2,6,1,Spring,1,1.5714285714285714
27.0,2003-05-06,2003,5,2,1,0,Spring,1,1.5714285714285714
27.0,2003-05-07,2003,5,2,2,0,Spring,5,1.5714285714285714
27.0,2003-05-08,2003,5,2,3,0,Spring,2,1.7142857142857142
27.0,2003-05-09,2003,5,2,4,0,Spring,2,1.8571428571428572
27.0,2003-05-12,2003,5,2,0,0,Spring,1,2.0
27.0,2003-05-13,2003,5,2,1,0,Spring,1,1.8571428571428572
27.0,2003-05-15,2003,5,2,3,0,Spring,4,1.8571428571428572
27.0,2003-05-18,2003,5,2,6,1,Spring,1,2.2857142857142856
27.0,2003-05-20,2003,5,2,1,0,Spring,3,2.2857142857142856
27.0,2003-05-22,2003,5,2,3,0,Spring,1,2.0
27.0,2003-05-23,2003,5,2,4,0,Spring,1,1.8571428571428572
27.0,2003-05-24,2003,5,2,5,1,Spring,2,1.7142857142857142
27.0,2003-05-26,2003,5,2,0,0,Spring,2,1.8571428571428572
27.0,2003-05-27,2003,5,2,1,0,Spring,4,2.0
27.0,2003-05-28,2003,5,2,2,0,Spring,1,2.0
27.0,2003-05-30,2003,5,2,4,0,Spring,2,2.0
27.0,2003-06-02,2003,6,2,0,0,Summer,2,1.8571428571428572
27.0,2003-06-03,2003,6,2,1,0,Summer,1,2.0
27.0,2003-06-04,2003,6,2,2,0,Summer,1,2.0
27.0,2003-06-05,2003,6,2,3,0,Summer,2,1.8571428571428572
27.0,2003-06-06,2003,6,2,4,0,Summer,1,1.8571428571428572
27.0,2003-06-07,2003,6,2,5,1,Summer,1,1.4285714285714286
27.0,2003-06-08,2003,6,2,6,1,Summer,1,1.4285714285714286
27.0,2003-06-09,2003,6,2,0,0,Summer,2,1.2857142857142858
27.0,2003-06-10,2003,6,2,1,0,Summer,4,1.2857142857142858
27.0,2003-06-11,2003,6,2,2,0,Summer,2,1.7142857142857142
27.0,2003-06-14,2003,6,2,5,1,Summer,1,1.8571428571428572
27.0,2003-06-15,2003,6,2,6,1,Summer,3,1.7142857142857142
27.0,2003-06-16,2003,6,2,0,0,Summer,1,2.0
27.0,2003-06-17,2003,6,2,1,0,Summer,1,2.0
27.0,2003-06-18,2003,6,2,2,0,Summer,3,2.0
27.0,2003-06-19,2003,6,2,3,0,Summer,4,2.142857142857143
27.0,2003-06-20,2003,6,2,4,0,Summer,1,2.142857142857143
27.0,2003-06-23,2003,6,2,0,0,Summer,2,2.0
27.0,2003-06-25,2003,6,2,2,0,Summer,2,2.142857142857143
27.0,2003-06-28,2003,6,2,5,1,Summer,1,2.0
27.0,2003-06-29,2003,6,2,6,1,Summer,3,2.0
27.0,2003-07-01,2003,7,3,1,0,Summer,1,2.2857142857142856
27.0,2003-07-03,2003,7,3,3,0,Summer,2,2.0
27.0,2003-07-04,2003,7,3,4,0,Summer,3,1.7142857142857142
27.0,2003-07-05,2003,7,3,5,1,Summer,1,2.0
27.0,2003-07-06,2003,7,3,6,1,Summer,2,1.8571428571428572
27.0,2003-07-08,2003,7,3,1,0,Summer,1,1.8571428571428572
27.0,2003-07-09,2003,7,3,2,0,Summer,3,1.8571428571428572
27.0,2003-07-10,2003,7,3,3,0,Summer,1,1.8571428571428572
27.0,2003-07-11,2003,7,3,4,0,Summer,1,1.8571428571428572
27.0,2003-07-12,2003,7,3,5,1,Summer,2,1.7142857142857142
27.0,2003-07-13,2003,7,3,6,1,Summer,2,1.5714285714285714
27.0,2003-07-14,2003,7,3,0,0,Summer,1,1.7142857142857142
27.0,2003-07-15,2003,7,3,1,0,Summer,1,1.5714285714285714
27.0,2003-07-16,2003,7,3,2,0,Summer,1,1.5714285714285714
27.0,2003-07-17,2003,7,3,3,0,Summer,1,1.2857142857142858
27.0,2003-07-21,2003,7,3,0,0,Summer,1,1.2857142857142858
27.0,2003-07-22,2003,7,3,1,0,Summer,1,1.2857142857142858
27.0,2003-07-23,2003,7,3,2,0,Summer,1,1.1428571428571428
27.0,2003-07-24,2003,7,3,3,0,Summer,3,1.0
27.0,2003-07-27,2003,7,3,6,1,Summer,2,1.2857142857142858
27.0,2003-07-29,2003,7,3,1,0,Summer,3,1.4285714285714286
27.0,2003-07-30,2003,7,3,2,0,Summer,5,1.7142857142857142
27.0,2003-07-31,2003,7,3,3,0,Summer,2,2.2857142857142856
27.0,2003-08-01,2003,8,3,4,0,Summer,3,2.4285714285714284
27.0,2003-08-02,2003,8,3,5,1,Summer,2,2.7142857142857144
27.0,2003-08-04,2003,8,3,0,0,Summer,1,2.857142857142857
27.0,2003-08-05,2003,8,3,1,0,Summer,1,2.5714285714285716
27.0,2003-08-06,2003,8,3,2,0,Summer,3,2.4285714285714284
27.0,2003-08-07,2003,8,3,3,0,Summer,1,2.4285714285714284
27.0,2003-08-08,2003,8,3,4,0,Summer,1,1.8571428571428572
27.0,2003-08-09,2003,8,3,5,1,Summer,2,1.7142857142857142
27.0,2003-08-13,2003,8,3,2,0,Summer,2,1.5714285714285714
27.0,2003-08-14,2003,8,3,3,0,Summer,3,1.5714285714285714
27.0,2003-08-15,2003,8,3,4,0,Summer,1,1.8571428571428572
27.0,2003-08-16,2003,8,3,5,1,Summer,3,1.8571428571428572
27.0,2003-08-17,2003,8,3,6,1,Summer,2,1.8571428571428572
27.0,2003-08-18,2003,8,3,0,0,Summer,1,2.0
